QR_ID,Vendor_Code,Vendor_Name,Lot_Number,Date_of_Manufacture,Warranty_Expiry,Num_Inspections,Inspection_Records,In_Service_Failure,Failure_Date,Track_Section
QR0866,V003,SAIL,LOT9185,2024-12-19,2025-12-19,3,"[{'date': datetime.date(2025, 8, 3), 'result': 'Pass', 'wear': np.float64(15.72)}, {'date': datetime.date(2025, 2, 27), 'result': 'Pass', 'wear': np.float64(12.88)}, {'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(5.48)}]",No,,Urban Metro
QR0867,V002,Jindal Rail Infra,LOT6440,2025-05-07,2027-05-07,4,"[{'date': datetime.date(2025, 8, 30), 'result': 'Fail', 'wear': np.float64(15.77)}, {'date': datetime.date(2025, 7, 29), 'result': 'Pass', 'wear': np.float64(17.58)}, {'date': datetime.date(2025, 5, 13), 'result': 'Pass', 'wear': np.float64(2.58)}, {'date': datetime.date(2025, 8, 16), 'result': 'Pass', 'wear': np.float64(18.34)}]",No,,Urban Metro
QR0868,V004,Bharat Forge,LOT9372,2024-03-16,2026-03-16,2,"[{'date': datetime.date(2024, 12, 25), 'result': 'Pass', 'wear': np.float64(13.45)}, {'date': datetime.date(2024, 7, 4), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Hilly Terrain
QR0869,V002,Jindal Rail Infra,LOT8020,2024-08-18,2026-08-18,2,"[{'date': datetime.date(2024, 10, 20), 'result': 'Pass', 'wear': np.float64(6.4)}, {'date': datetime.date(2025, 3, 29), 'result': 'Pass', 'wear': np.float64(10.86)}]",No,,Coastal Area
QR0870,V004,Bharat Forge,LOT4348,2025-06-24,2026-06-24,3,"[{'date': datetime.date(2025, 8, 14), 'result': 'Fail', 'wear': np.float64(33.88)}, {'date': datetime.date(2025, 8, 2), 'result': 'Pass', 'wear': np.float64(20.57)}, {'date': datetime.date(2025, 8, 6), 'result': 'Fail', 'wear': np.float64(1.65)}]",No,,Hilly Terrain
QR0871,V002,Jindal Rail Infra,LOT5556,2023-10-18,2026-10-18,2,"[{'date': datetime.date(2025, 5, 18), 'result': 'Pass', 'wear': np.float64(19.86)}, {'date': datetime.date(2024, 3, 1), 'result': 'Fail', 'wear': np.float64(0.0)}]",No,,Hilly Terrain
QR0872,V001,Tata Steel,LOT4752,2023-11-11,2026-11-11,4,"[{'date': datetime.date(2023, 12, 18), 'result': 'Pass', 'wear': np.float64(25.83)}, {'date': datetime.date(2024, 2, 1), 'result': 'Pass', 'wear': np.float64(10.29)}, {'date': datetime.date(2024, 1, 23), 'result': 'Fail', 'wear': np.float64(14.06)}, {'date': datetime.date(2024, 12, 29), 'result': 'Pass', 'wear': np.float64(28.26)}]",No,,Coastal Area
QR0873,V005,Reliance Infra,LOT7250,2025-01-21,2028-01-21,3,"[{'date': datetime.date(2025, 4, 23), 'result': 'Pass', 'wear': np.float64(2.13)}, {'date': datetime.date(2025, 4, 29), 'result': 'Pass', 'wear': np.float64(1.03)}, {'date': datetime.date(2025, 1, 23), 'result': 'Pass', 'wear': np.float64(9.16)}]",No,,Coastal Area
QR0874,V001,Tata Steel,LOT3318,2025-08-26,2027-08-26,3,"[{'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(25.38)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 8, 27), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Coastal Area
QR0875,V005,Reliance Infra,LOT2280,2023-11-03,2028-11-03,5,"[{'date': datetime.date(2024, 12, 15), 'result': 'Pass', 'wear': np.float64(10.49)}, {'date': datetime.date(2024, 1, 13), 'result': 'Pass', 'wear': np.float64(20.52)}, {'date': datetime.date(2024, 4, 6), 'result': 'Pass', 'wear': np.float64(27.0)}, {'date': datetime.date(2025, 6, 3), 'result': 'Pass', 'wear': np.float64(10.37)}, {'date': datetime.date(2025, 8, 4), 'result': 'Pass', 'wear': np.float64(10.89)}]",No,,Urban Metro
QR0876,V002,Jindal Rail Infra,LOT5454,2024-05-02,2029-05-02,2,"[{'date': datetime.date(2025, 1, 2), 'result': 'Fail', 'wear': np.float64(26.54)}, {'date': datetime.date(2025, 2, 19), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Urban Metro
QR0877,V004,Bharat Forge,LOT7925,2025-04-13,2030-04-13,3,"[{'date': datetime.date(2025, 7, 19), 'result': 'Pass', 'wear': np.float64(11.11)}, {'date': datetime.date(2025, 6, 24), 'result': 'Pass', 'wear': np.float64(16.9)}, {'date': datetime.date(2025, 5, 18), 'result': 'Pass', 'wear': np.float64(19.49)}]",No,,Heavy Load Zone
QR0878,V003,SAIL,LOT9801,2024-04-28,2026-04-28,3,"[{'date': datetime.date(2024, 12, 2), 'result': 'Pass', 'wear': np.float64(9.9)}, {'date': datetime.date(2025, 2, 26), 'result': 'Pass', 'wear': np.float64(15.34)}, {'date': datetime.date(2025, 7, 10), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Plain
QR0879,V004,Bharat Forge,LOT2178,2025-05-01,2028-05-01,3,"[{'date': datetime.date(2025, 6, 28), 'result': 'Pass', 'wear': np.float64(8.42)}, {'date': datetime.date(2025, 5, 28), 'result': 'Pass', 'wear': np.float64(19.54)}, {'date': datetime.date(2025, 7, 3), 'result': 'Fail', 'wear': np.float64(5.18)}]",Yes,2025-07-25,Plain
QR0880,V003,SAIL,LOT9051,2024-04-27,2029-04-27,5,"[{'date': datetime.date(2024, 6, 28), 'result': 'Fail', 'wear': np.float64(15.59)}, {'date': datetime.date(2025, 8, 6), 'result': 'Fail', 'wear': np.float64(19.47)}, {'date': datetime.date(2025, 6, 16), 'result': 'Pass', 'wear': np.float64(11.57)}, {'date': datetime.date(2025, 8, 27), 'result': 'Pass', 'wear': np.float64(16.7)}, {'date': datetime.date(2024, 6, 2), 'result': 'Pass', 'wear': np.float64(5.37)}]",No,,Urban Metro
QR0881,V001,Tata Steel,LOT3039,2024-10-26,2029-10-26,3,"[{'date': datetime.date(2025, 8, 27), 'result': 'Pass', 'wear': np.float64(12.93)}, {'date': datetime.date(2025, 3, 22), 'result': 'Pass', 'wear': np.float64(21.1)}, {'date': datetime.date(2025, 3, 17), 'result': 'Pass', 'wear': np.float64(16.57)}]",No,,Hilly Terrain
QR0882,V005,Reliance Infra,LOT9005,2024-11-30,2027-11-30,2,"[{'date': datetime.date(2025, 7, 9), 'result': 'Pass', 'wear': np.float64(9.13)}, {'date': datetime.date(2025, 3, 21), 'result': 'Fail', 'wear': np.float64(17.24)}]",No,,Coastal Area
QR0883,V004,Bharat Forge,LOT1565,2025-04-24,2028-04-24,2,"[{'date': datetime.date(2025, 8, 5), 'result': 'Pass', 'wear': np.float64(22.15)}, {'date': datetime.date(2025, 8, 17), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Urban Metro
QR0884,V002,Jindal Rail Infra,LOT5166,2024-01-11,2026-01-11,3,"[{'date': datetime.date(2024, 5, 23), 'result': 'Pass', 'wear': np.float64(26.59)}, {'date': datetime.date(2024, 12, 2), 'result': 'Pass', 'wear': np.float64(11.64)}, {'date': datetime.date(2025, 7, 3), 'result': 'Pass', 'wear': np.float64(19.25)}]",No,,Urban Metro
QR0885,V005,Reliance Infra,LOT2316,2025-06-11,2027-06-11,5,"[{'date': datetime.date(2025, 7, 28), 'result': 'Pass', 'wear': np.float64(26.97)}, {'date': datetime.date(2025, 6, 26), 'result': 'Pass', 'wear': np.float64(1.28)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(7.91)}, {'date': datetime.date(2025, 6, 11), 'result': 'Pass', 'wear': np.float64(12.11)}, {'date': datetime.date(2025, 8, 23), 'result': 'Pass', 'wear': np.float64(7.16)}]",No,,Plain
QR0886,V003,SAIL,LOT7743,2024-12-16,2025-12-16,2,"[{'date': datetime.date(2025, 6, 14), 'result': 'Pass', 'wear': np.float64(32.35)}, {'date': datetime.date(2025, 4, 28), 'result': 'Pass', 'wear': np.float64(6.43)}]",No,,Coastal Area
QR0887,V003,SAIL,LOT4432,2025-04-24,2030-04-24,4,"[{'date': datetime.date(2025, 5, 25), 'result': 'Pass', 'wear': np.float64(9.44)}, {'date': datetime.date(2025, 7, 29), 'result': 'Pass', 'wear': np.float64(17.04)}, {'date': datetime.date(2025, 6, 27), 'result': 'Pass', 'wear': np.float64(2.98)}, {'date': datetime.date(2025, 6, 23), 'result': 'Pass', 'wear': np.float64(11.04)}]",No,,Urban Metro
QR0888,V005,Reliance Infra,LOT7829,2025-08-06,2028-08-06,5,"[{'date': datetime.date(2025, 9, 1), 'result': 'Pass', 'wear': np.float64(18.17)}, {'date': datetime.date(2025, 8, 31), 'result': 'Pass', 'wear': np.float64(11.67)}, {'date': datetime.date(2025, 9, 1), 'result': 'Pass', 'wear': np.float64(14.07)}, {'date': datetime.date(2025, 8, 18), 'result': 'Pass', 'wear': np.float64(9.71)}, {'date': datetime.date(2025, 8, 29), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Urban Metro
QR0889,V005,Reliance Infra,LOT4482,2023-12-26,2025-12-26,3,"[{'date': datetime.date(2025, 3, 8), 'result': 'Pass', 'wear': np.float64(18.22)}, {'date': datetime.date(2024, 12, 1), 'result': 'Pass', 'wear': np.float64(32.55)}, {'date': datetime.date(2024, 3, 2), 'result': 'Pass', 'wear': np.float64(15.18)}]",No,,Urban Metro
QR0890,V004,Bharat Forge,LOT2789,2024-01-26,2026-01-26,2,"[{'date': datetime.date(2025, 6, 21), 'result': 'Pass', 'wear': np.float64(17.25)}, {'date': datetime.date(2024, 11, 15), 'result': 'Pass', 'wear': np.float64(21.93)}]",No,,Hilly Terrain
QR0891,V001,Tata Steel,LOT4846,2025-04-14,2030-04-14,5,"[{'date': datetime.date(2025, 8, 30), 'result': 'Pass', 'wear': np.float64(2.31)}, {'date': datetime.date(2025, 8, 9), 'result': 'Pass', 'wear': np.float64(32.03)}, {'date': datetime.date(2025, 4, 29), 'result': 'Pass', 'wear': np.float64(17.02)}, {'date': datetime.date(2025, 5, 6), 'result': 'Pass', 'wear': np.float64(31.32)}, {'date': datetime.date(2025, 7, 20), 'result': 'Pass', 'wear': np.float64(7.67)}]",No,,Heavy Load Zone
QR0892,V001,Tata Steel,LOT4458,2023-09-08,2024-09-08,5,"[{'date': datetime.date(2024, 12, 19), 'result': 'Pass', 'wear': np.float64(33.18)}, {'date': datetime.date(2025, 8, 18), 'result': 'Fail', 'wear': np.float64(22.75)}, {'date': datetime.date(2024, 6, 18), 'result': 'Pass', 'wear': np.float64(20.53)}, {'date': datetime.date(2024, 4, 22), 'result': 'Fail', 'wear': np.float64(17.34)}, {'date': datetime.date(2025, 8, 2), 'result': 'Pass', 'wear': np.float64(12.51)}]",No,,Urban Metro
QR0893,V003,SAIL,LOT7074,2025-04-10,2028-04-10,4,"[{'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(27.01)}, {'date': datetime.date(2025, 5, 5), 'result': 'Fail', 'wear': np.float64(16.4)}, {'date': datetime.date(2025, 6, 30), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 5, 2), 'result': 'Pass', 'wear': np.float64(3.83)}]",No,,Hilly Terrain
QR0894,V003,SAIL,LOT2641,2024-09-06,2025-09-06,5,"[{'date': datetime.date(2024, 12, 16), 'result': 'Pass', 'wear': np.float64(13.14)}, {'date': datetime.date(2024, 10, 15), 'result': 'Pass', 'wear': np.float64(18.1)}, {'date': datetime.date(2025, 1, 5), 'result': 'Pass', 'wear': np.float64(14.43)}, {'date': datetime.date(2025, 3, 1), 'result': 'Fail', 'wear': np.float64(27.19)}, {'date': datetime.date(2025, 8, 31), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Plain
QR0895,V003,SAIL,LOT5072,2024-05-15,2027-05-15,5,"[{'date': datetime.date(2024, 9, 9), 'result': 'Pass', 'wear': np.float64(16.44)}, {'date': datetime.date(2025, 2, 28), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 12, 24), 'result': 'Pass', 'wear': np.float64(22.6)}, {'date': datetime.date(2025, 4, 13), 'result': 'Pass', 'wear': np.float64(14.06)}, {'date': datetime.date(2025, 2, 1), 'result': 'Pass', 'wear': np.float64(19.2)}]",No,,Hilly Terrain
QR0896,V001,Tata Steel,LOT6901,2023-10-16,2024-10-16,4,"[{'date': datetime.date(2024, 11, 30), 'result': 'Pass', 'wear': np.float64(6.36)}, {'date': datetime.date(2024, 6, 27), 'result': 'Pass', 'wear': np.float64(27.79)}, {'date': datetime.date(2023, 11, 3), 'result': 'Pass', 'wear': np.float64(25.42)}, {'date': datetime.date(2024, 8, 27), 'result': 'Pass', 'wear': np.float64(20.84)}]",No,,Hilly Terrain
QR0897,V004,Bharat Forge,LOT8800,2024-07-26,2025-07-26,5,"[{'date': datetime.date(2025, 1, 24), 'result': 'Pass', 'wear': np.float64(13.7)}, {'date': datetime.date(2024, 11, 13), 'result': 'Pass', 'wear': np.float64(20.8)}, {'date': datetime.date(2025, 6, 15), 'result': 'Pass', 'wear': np.float64(7.93)}, {'date': datetime.date(2024, 12, 6), 'result': 'Pass', 'wear': np.float64(23.56)}, {'date': datetime.date(2024, 8, 29), 'result': 'Pass', 'wear': np.float64(31.49)}]",No,,Plain
QR0898,V001,Tata Steel,LOT3094,2024-01-27,2029-01-27,2,"[{'date': datetime.date(2024, 8, 25), 'result': 'Pass', 'wear': np.float64(25.71)}, {'date': datetime.date(2024, 1, 31), 'result': 'Pass', 'wear': np.float64(7.7)}]",No,,Urban Metro
QR0899,V002,Jindal Rail Infra,LOT8311,2024-08-22,2025-08-22,5,"[{'date': datetime.date(2024, 9, 3), 'result': 'Pass', 'wear': np.float64(18.61)}, {'date': datetime.date(2024, 9, 3), 'result': 'Pass', 'wear': np.float64(2.07)}, {'date': datetime.date(2024, 10, 17), 'result': 'Pass', 'wear': np.float64(20.72)}, {'date': datetime.date(2024, 11, 4), 'result': 'Pass', 'wear': np.float64(19.51)}, {'date': datetime.date(2025, 2, 20), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Urban Metro
QR0900,V001,Tata Steel,LOT3625,2024-10-14,2027-10-14,5,"[{'date': datetime.date(2025, 7, 14), 'result': 'Pass', 'wear': np.float64(3.38)}, {'date': datetime.date(2025, 7, 28), 'result': 'Pass', 'wear': np.float64(12.17)}, {'date': datetime.date(2024, 12, 19), 'result': 'Pass', 'wear': np.float64(11.99)}, {'date': datetime.date(2025, 3, 16), 'result': 'Pass', 'wear': np.float64(2.91)}, {'date': datetime.date(2025, 3, 22), 'result': 'Pass', 'wear': np.float64(18.89)}]",No,,Coastal Area
QR0901,V005,Reliance Infra,LOT9060,2023-10-06,2024-10-06,4,"[{'date': datetime.date(2024, 5, 14), 'result': 'Pass', 'wear': np.float64(17.51)}, {'date': datetime.date(2025, 4, 29), 'result': 'Fail', 'wear': np.float64(13.06)}, {'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(7.44)}, {'date': datetime.date(2025, 3, 5), 'result': 'Pass', 'wear': np.float64(25.49)}]",No,,Urban Metro
QR0902,V004,Bharat Forge,LOT8159,2024-11-30,2026-11-30,3,"[{'date': datetime.date(2025, 3, 1), 'result': 'Pass', 'wear': np.float64(31.55)}, {'date': datetime.date(2025, 8, 17), 'result': 'Pass', 'wear': np.float64(10.16)}, {'date': datetime.date(2025, 6, 2), 'result': 'Pass', 'wear': np.float64(8.88)}]",No,,Plain
QR0903,V002,Jindal Rail Infra,LOT2902,2023-09-20,2026-09-20,3,"[{'date': datetime.date(2024, 12, 16), 'result': 'Pass', 'wear': np.float64(19.91)}, {'date': datetime.date(2024, 6, 12), 'result': 'Fail', 'wear': np.float64(11.42)}, {'date': datetime.date(2024, 7, 17), 'result': 'Pass', 'wear': np.float64(13.61)}]",Yes,2024-04-24,Heavy Load Zone
QR0904,V005,Reliance Infra,LOT9775,2024-04-08,2026-04-08,5,"[{'date': datetime.date(2025, 5, 8), 'result': 'Fail', 'wear': np.float64(22.4)}, {'date': datetime.date(2025, 3, 29), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 4, 7), 'result': 'Pass', 'wear': np.float64(28.18)}, {'date': datetime.date(2024, 10, 1), 'result': 'Pass', 'wear': np.float64(15.73)}, {'date': datetime.date(2025, 6, 7), 'result': 'Pass', 'wear': np.float64(10.89)}]",No,,Plain
QR0905,V005,Reliance Infra,LOT4639,2024-11-15,2025-11-15,5,"[{'date': datetime.date(2025, 3, 3), 'result': 'Pass', 'wear': np.float64(14.11)}, {'date': datetime.date(2025, 8, 21), 'result': 'Pass', 'wear': np.float64(14.62)}, {'date': datetime.date(2025, 5, 13), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 1, 1), 'result': 'Pass', 'wear': np.float64(29.95)}, {'date': datetime.date(2025, 5, 18), 'result': 'Pass', 'wear': np.float64(15.41)}]",No,,Urban Metro
QR0906,V002,Jindal Rail Infra,LOT5643,2025-07-03,2027-07-03,2,"[{'date': datetime.date(2025, 8, 17), 'result': 'Pass', 'wear': np.float64(19.43)}, {'date': datetime.date(2025, 8, 8), 'result': 'Pass', 'wear': np.float64(24.52)}]",No,,Heavy Load Zone
QR0907,V003,SAIL,LOT8836,2023-10-01,2025-10-01,5,"[{'date': datetime.date(2024, 12, 18), 'result': 'Pass', 'wear': np.float64(4.79)}, {'date': datetime.date(2025, 7, 3), 'result': 'Fail', 'wear': np.float64(19.73)}, {'date': datetime.date(2024, 6, 25), 'result': 'Pass', 'wear': np.float64(12.32)}, {'date': datetime.date(2025, 6, 28), 'result': 'Pass', 'wear': np.float64(23.47)}, {'date': datetime.date(2025, 6, 18), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Coastal Area
QR0908,V001,Tata Steel,LOT3933,2025-03-20,2030-03-20,5,"[{'date': datetime.date(2025, 6, 18), 'result': 'Pass', 'wear': np.float64(14.01)}, {'date': datetime.date(2025, 4, 15), 'result': 'Pass', 'wear': np.float64(8.97)}, {'date': datetime.date(2025, 7, 22), 'result': 'Fail', 'wear': np.float64(19.32)}, {'date': datetime.date(2025, 5, 21), 'result': 'Pass', 'wear': np.float64(19.7)}, {'date': datetime.date(2025, 5, 11), 'result': 'Pass', 'wear': np.float64(7.92)}]",No,,Urban Metro
QR0909,V004,Bharat Forge,LOT6706,2024-01-10,2029-01-10,5,"[{'date': datetime.date(2025, 5, 11), 'result': 'Pass', 'wear': np.float64(7.88)}, {'date': datetime.date(2024, 8, 30), 'result': 'Pass', 'wear': np.float64(13.89)}, {'date': datetime.date(2024, 11, 29), 'result': 'Pass', 'wear': np.float64(6.03)}, {'date': datetime.date(2024, 2, 17), 'result': 'Fail', 'wear': np.float64(23.42)}, {'date': datetime.date(2024, 6, 30), 'result': 'Pass', 'wear': np.float64(11.31)}]",No,,Heavy Load Zone
QR0910,V002,Jindal Rail Infra,LOT6298,2024-07-07,2025-07-07,4,"[{'date': datetime.date(2025, 4, 28), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 9, 30), 'result': 'Pass', 'wear': np.float64(11.25)}, {'date': datetime.date(2024, 12, 16), 'result': 'Pass', 'wear': np.float64(4.61)}, {'date': datetime.date(2025, 7, 27), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Coastal Area
QR0911,V002,Jindal Rail Infra,LOT4573,2024-04-28,2026-04-28,2,"[{'date': datetime.date(2024, 6, 26), 'result': 'Pass', 'wear': np.float64(2.63)}, {'date': datetime.date(2024, 8, 30), 'result': 'Pass', 'wear': np.float64(16.09)}]",No,,Coastal Area
QR0912,V004,Bharat Forge,LOT7997,2025-01-21,2027-01-21,2,"[{'date': datetime.date(2025, 4, 8), 'result': 'Pass', 'wear': np.float64(28.29)}, {'date': datetime.date(2025, 6, 19), 'result': 'Fail', 'wear': np.float64(18.13)}]",No,,Heavy Load Zone
QR0913,V001,Tata Steel,LOT9444,2025-07-19,2028-07-19,5,"[{'date': datetime.date(2025, 9, 5), 'result': 'Fail', 'wear': np.float64(8.93)}, {'date': datetime.date(2025, 7, 29), 'result': 'Pass', 'wear': np.float64(19.56)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(10.41)}, {'date': datetime.date(2025, 8, 14), 'result': 'Pass', 'wear': np.float64(8.05)}, {'date': datetime.date(2025, 8, 10), 'result': 'Pass', 'wear': np.float64(3.46)}]",No,,Plain
QR0914,V002,Jindal Rail Infra,LOT7150,2024-10-02,2025-10-02,5,"[{'date': datetime.date(2025, 6, 28), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 10, 18), 'result': 'Pass', 'wear': np.float64(11.1)}, {'date': datetime.date(2024, 10, 4), 'result': 'Pass', 'wear': np.float64(16.58)}, {'date': datetime.date(2025, 6, 30), 'result': 'Pass', 'wear': np.float64(14.03)}, {'date': datetime.date(2025, 3, 19), 'result': 'Pass', 'wear': np.float64(10.84)}]",No,,Heavy Load Zone
QR0915,V001,Tata Steel,LOT9015,2024-06-01,2026-06-01,2,"[{'date': datetime.date(2025, 2, 18), 'result': 'Pass', 'wear': np.float64(5.54)}, {'date': datetime.date(2025, 5, 31), 'result': 'Fail', 'wear': np.float64(21.08)}]",No,,Heavy Load Zone
QR0916,V005,Reliance Infra,LOT3967,2024-09-27,2029-09-27,5,"[{'date': datetime.date(2025, 3, 1), 'result': 'Fail', 'wear': np.float64(1.83)}, {'date': datetime.date(2025, 2, 6), 'result': 'Pass', 'wear': np.float64(22.76)}, {'date': datetime.date(2025, 3, 24), 'result': 'Pass', 'wear': np.float64(4.98)}, {'date': datetime.date(2025, 2, 19), 'result': 'Pass', 'wear': np.float64(7.48)}, {'date': datetime.date(2025, 8, 8), 'result': 'Pass', 'wear': np.float64(0.33)}]",No,,Plain
QR0917,V002,Jindal Rail Infra,LOT7640,2025-09-05,2026-09-05,5,"[{'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(9.99)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(24.75)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(20.16)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(24.78)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(20.22)}]",No,,Heavy Load Zone
QR0918,V002,Jindal Rail Infra,LOT2922,2024-12-04,2026-12-04,3,"[{'date': datetime.date(2025, 6, 26), 'result': 'Pass', 'wear': np.float64(3.96)}, {'date': datetime.date(2025, 4, 12), 'result': 'Pass', 'wear': np.float64(11.69)}, {'date': datetime.date(2025, 1, 7), 'result': 'Pass', 'wear': np.float64(7.2)}]",Yes,2025-04-07,Plain
QR0919,V002,Jindal Rail Infra,LOT3641,2024-05-31,2025-05-31,4,"[{'date': datetime.date(2025, 1, 18), 'result': 'Pass', 'wear': np.float64(28.31)}, {'date': datetime.date(2024, 12, 1), 'result': 'Pass', 'wear': np.float64(3.03)}, {'date': datetime.date(2025, 7, 19), 'result': 'Fail', 'wear': np.float64(23.94)}, {'date': datetime.date(2025, 7, 19), 'result': 'Pass', 'wear': np.float64(23.93)}]",No,,Plain
QR0920,V002,Jindal Rail Infra,LOT7931,2023-10-08,2024-10-08,3,"[{'date': datetime.date(2024, 5, 5), 'result': 'Pass', 'wear': np.float64(33.3)}, {'date': datetime.date(2024, 8, 10), 'result': 'Fail', 'wear': np.float64(10.9)}, {'date': datetime.date(2023, 11, 25), 'result': 'Pass', 'wear': np.float64(22.12)}]",No,,Plain
QR0921,V004,Bharat Forge,LOT3291,2023-11-06,2028-11-06,4,"[{'date': datetime.date(2025, 3, 7), 'result': 'Pass', 'wear': np.float64(37.82)}, {'date': datetime.date(2025, 8, 18), 'result': 'Fail', 'wear': np.float64(8.82)}, {'date': datetime.date(2024, 11, 28), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 4, 8), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Heavy Load Zone
